day,error_rate,mean_entropy,std_entropy,mean_confidence,std_confidence,entropy_error_correlation,drift_intensity,accuracy,psi,avg_entropy,avg_confidence,drift_type_encoded,error_rate_lag_1,error_rate_lag_3,error_rate_lag_7,error_rate_roll_mean_7,error_rate_roll_std_7,error_rate_trend_7,mean_entropy_lag_1,mean_entropy_lag_3,mean_entropy_lag_7,mean_entropy_roll_mean_7,mean_entropy_roll_std_7,mean_entropy_trend_7,std_entropy_lag_1,std_entropy_lag_3,std_entropy_lag_7,std_entropy_roll_mean_7,std_entropy_roll_std_7,std_entropy_trend_7,mean_confidence_lag_1,mean_confidence_lag_3,mean_confidence_lag_7,mean_confidence_roll_mean_7,mean_confidence_roll_std_7,mean_confidence_trend_7,std_confidence_lag_1,std_confidence_lag_3,std_confidence_lag_7,std_confidence_roll_mean_7,std_confidence_roll_std_7,std_confidence_trend_7,entropy_error_correlation_lag_1,entropy_error_correlation_lag_3,entropy_error_correlation_lag_7,entropy_error_correlation_roll_mean_7,entropy_error_correlation_roll_std_7,entropy_error_correlation_trend_7,drift_intensity_lag_1,drift_intensity_lag_3,drift_intensity_lag_7,drift_intensity_roll_mean_7,drift_intensity_roll_std_7,drift_intensity_trend_7,accuracy_lag_1,accuracy_lag_3,accuracy_lag_7,accuracy_roll_mean_7,accuracy_roll_std_7,accuracy_trend_7,psi_lag_1,psi_lag_3,psi_lag_7,psi_roll_mean_7,psi_roll_std_7,psi_trend_7,avg_entropy_lag_1,avg_entropy_lag_3,avg_entropy_lag_7,avg_entropy_roll_mean_7,avg_entropy_roll_std_7,avg_entropy_trend_7,avg_confidence_lag_1,avg_confidence_lag_3,avg_confidence_lag_7,avg_confidence_roll_mean_7,avg_confidence_roll_std_7,avg_confidence_trend_7,failure_in_next_7_days
7,0.0,0.00026286757794883003,0.00015071446892674,0.2366665161347776,0.4257280107425379,0.0,0.0,1.0,0.0154773723305494,0.0002628675779488,0.9999847147315843,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025578756178465,0.00025814756717271,0.0002616875752548,0.00025814756717271,5.052469682755599e-06,5.478583936567914e-07,0.00014608265098999915,0.00014768058155136706,0.00014997572500056647,0.00014757436783338645,3.3127009522364324e-06,3.969140552469739e-07,0.2166673666233494,0.2233337497938255,0.23333332454953956,0.2233337497938255,0.014271873713877324,0.0015475532360033773,0.4126443655532444,0.4171580914353063,0.42364125699966515,0.41685806612790594,0.009357492990709829,0.0011211759055341731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.8870404991229254e-17,0.0114062884756244,0.015892898262564,0.0172088662933781,0.01471720779702167,0.003220154640446679,8.375644782583985e-05,0.0002557875617846,0.0002581475671727,0.0002616875752548,0.00025814756717268574,5.0524696827594805e-06,5.478583936571369e-07,0.9999851686768412,0.9999850173617556,0.9999847903891276,0.9999850173617555,3.239462445462908e-07,-3.512671631141053e-08,0
8,0.0,0.00024634754023241,0.00013910687572187084,0.1900018339414452,0.39293966865562385,0.0,0.0,1.0,0.0104712245160709,0.0002463475402324,0.9999857739371836,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026286757794883003,0.00025814756717271,0.00025224755370255997,0.00025730470810554574,6.48873763230225e-06,-1.5592892742539133e-06,0.00015071446892674,0.00014768058155136706,0.00014357947311892887,0.00014693542534809244,4.448322379955376e-06,-1.081016487337918e-06,0.2366665161347776,0.2233337497938255,0.20666779186763534,0.2209528986615126,0.0183289460136244,-0.004404574594778795,0.4257280107425379,0.41715809143530647,0.4055735584623642,0.41505322472694306,0.012565319384699923,-0.0030535820615734503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.8870404991229254e-17,0.0154773723305494,0.018158281614557,0.0169089408601751,0.013797534033578215,0.0034039304936639425,-5.8065608968396536e-05,0.0002628675779488,0.0002581475671727,0.0002522475537025,0.00025730470810552856,6.48873763229663e-06,-1.5592892742571337e-06,0.9999847147315843,0.9999850173617556,0.9999853956494696,0.9999850714028575,4.1603459687283595e-07,9.997603882165722e-08,0
9,0.0,0.00025932756986673996,0.0001484589828915243,0.2266669413790635,0.4193568667517331,0.0,0.0,1.0,0.0150413966562344,0.0002593275698667,0.9999849417042128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024634754023241,0.00025578756178465,0.00026640758603092,0.00025629327722494856,5.270846430479469e-06,-4.214295335821793e-08,0.00013910687572187084,0.00014608265098999915,0.00015285445871258052,0.00014630750023079869,3.7249535550526826e-06,-7.220198418621055e-08,0.1900018339414452,0.2166673666233494,0.24666609089049166,0.2180958773027372,0.014888729541078043,-0.00011904255661564999,0.39293966865562385,0.4126443655532444,0.4317729087607775,0.4132795044399367,0.010521996185195481,-0.00020395126836958842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.8870404991229254e-17,0.0104712245160709,0.0114062884756244,0.0091542994021234,0.014638547927022644,0.002725096103281051,-0.0005881138467487778,0.0002463475402324,0.0002557875617846,0.0002664075860309,0.00025629327722492855,5.270846430471276e-06,-4.214295336425704e-08,0.9999857739371836,0.9999851686768412,0.999984487758956,0.9999851362521799,3.379477787543069e-07,2.7020551089532244e-09,0
10,0.0,0.00025224755370255997,0.00014357947311892887,0.20666779186763534,0.4055735584623639,0.0,0.0,1.0,0.0120408237891053,0.0002522475537025,0.9999853956494696,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025932756986673996,0.00026286757794883003,0.00025342755639659,0.0002561247054115157,5.395175936607953e-06,-8.850020205224859e-07,0.0001484589828915243,0.00015071446892674,0.00014442835998272247,0.0001461862306788282,3.809192688862664e-06,-6.329392101831505e-07,0.2266669413790635,0.2366665161347776,0.21000098345287338,0.2176197070762746,0.01523992709827083,-0.0024998936889285084,0.4193568667517331,0.4257280107425379,0.40797143650580486,0.41293695043373085,0.01075994917749264,-0.0017878837565569333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.8870404991229254e-17,0.0150413966562344,0.0154773723305494,0.0160223736335584,0.014069755092100773,0.002802540892355406,-0.0006687520463062419,0.0002593275698667,0.0002628675779488,0.0002534275563966,0.0002561247054114857,5.395175936607233e-06,-8.850020205285572e-07,0.9999849417042128,0.9999847147315843,0.9999853199919267,0.9999851470604003,3.459193410104774e-07,5.6743157121922684e-08,0
11,0.0,0.00027112759680703995,0.0001555363204645609,0.2599988572314438,0.4393484499605549,0.0,0.0,1.0,0.0113779966239447,0.000271127596807,0.999984185128785,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025224755370255997,0.00024634754023241,0.00025814756717271,0.0002579789953592771,7.869493655567801e-06,1.0114308805971186e-06,0.00014357947311892887,0.00013910687572187084,0.00014768058155136706,0.00014730847909499875,5.219110677167347e-06,5.82334820079472e-07,0.20666779186763534,0.1900018339414452,0.2233337497938255,0.2228575795673629,0.022229211988693848,0.0028570213587754668,0.4055735584623639,0.39293966865562385,0.4171580914353063,0.4161070016516235,0.014742589893712443,0.0016449399072563978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.8870404991229254e-17,0.0120408237891053,0.0104712245160709,0.015892898262564,0.013424769143726586,0.002832404080036004,-0.0006967057149710747,0.0002522475537025,0.0002463475402324,0.0002581475671727,0.00025797899535924285,7.869493655564447e-06,1.0114308805928637e-06,0.9999853956494696,0.9999857739371836,0.9999850173617556,0.999985028169976,5.045637234980706e-07,-6.484932239390495e-08,0
12,0.0,0.00026404758064285997,0.0001514403845472609,0.2399997077200156,0.4277785279575873,0.0,0.0,1.0,0.0191857930751042,0.0002640475806428,0.9999846390740416,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027112759680703995,0.00025932756986673996,0.00025814756717271,0.0002588218544264414,8.199593622128052e-06,1.6857181343285706e-06,0.0001555363204645609,0.0001484589828915243,0.00014768058155136706,0.00014784559380869787,5.452055185613145e-06,1.0781964694458969e-06,0.2599988572314438,0.2266669413790635,0.2233337497938255,0.22523843069967578,0.02316165598767171,0.004761702264625762,0.4393484499605549,0.4193568667517331,0.41715809143530647,0.4176242068690922,0.015400595743450943,0.00304561626627868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.8870404991229254e-17,0.0113779966239447,0.0150413966562344,0.018158281614557,0.013571556495233329,0.003129630115953257,0.000596762916366586,0.000271127596807,0.0002593275698667,0.0002581475671727,0.0002588218544264,8.199593622122428e-06,1.6857181343250046e-06,0.999984185128785,0.9999849417042128,0.9999850173617556,0.999984974128874,5.25728550066904e-07,-1.0808220391887067e-07,0
13,0.0,0.00025932756986673996,0.0001484589828915243,0.2266669413790635,0.41935686675173317,0.0,0.0,1.0,0.0051574706000303,0.0002593275698667,0.9999849417042126,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026404758064285997,0.00025224755370255997,0.00025578756178465,0.00025932756986673996,8.089690897812377e-06,1.306431554104645e-06,0.0001514403845472609,0.00014357947311892887,0.00014608265098999915,0.00014818506979463001,5.397700214776416e-06,8.920677542203535e-07,0.2399997077200156,0.20666779186763534,0.2166673666233494,0.22666694137906349,0.02285121022535514,0.003690319255084948,0.4277785279575873,0.4055735584623639,0.4126443655532444,0.41858313561173344,0.015247057508050742,0.0025198524942976683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.8870404991229254e-17,0.0191857930751042,0.0120408237891053,0.0114062884756244,0.012678868227291315,0.004459030489264712,-0.0006140702894921571,0.0002640475806428,0.0002522475537025,0.0002557875617846,0.0002593275698667,8.089690897806044e-06,1.3064315541000132e-06,0.9999846390740416,0.9999853956494696,0.9999851686768412,0.9999849417042128,5.18681981360233e-07,-8.376370811021256e-08,0
14,0.0,0.00025932756986673996,0.00014845898289152427,0.2266669413790635,0.419356866751733,0.0,0.0,1.0,0.0105753324238213,0.0002593275698667,0.9999849417042128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025932756986673996,0.00027112759680703995,0.00026286757794883003,0.0002588218544264414,7.940788153218091e-06,1.812146994403202e-06,0.0001484589828915243,0.0001555363204645609,0.00015071446892674,0.0001478628575038849,5.2877441432140214e-06,1.2827583191890134e-06,0.2266669413790635,0.2599988572314438,0.2366665161347776,0.22523843069967578,0.022430599850640283,0.005118829934472698,0.41935686675173317,0.4393484499605549,0.4257280107425379,0.41767297218447563,0.01493646105404954,0.003623448706555382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.8870404991229254e-17,0.0051574706000303,0.0113779966239447,0.0154773723305494,0.011978576812044442,0.004329320551422252,-0.000439662825112789,0.0002593275698667,0.000271127596807,0.0002628675779488,0.00025882185442640003,7.940788153210805e-06,1.8121469944000204e-06,0.9999849417042126,0.999984185128785,0.9999847147315843,0.999984974128874,5.091348711318859e-07,-1.161883691959189e-07,0
15,0.0,0.00024398753484435002,0.00013720578375783278,0.18333545077096916,0.38756959300295424,0.0,0.0,1.0,0.0169309018959823,0.0002439875348443,0.9999859252522688,1,0.0,0.0,0.0,0.0,0.0,0.0,0.00025932756986673996,0.00026404758064285997,0.00024634754023241,0.0002584847107995757,8.582827438573557e-06,-1.5592892742539196e-06,0.00014845898289152427,0.0001514403845472609,0.00013910687572187084,0.00014759127293759375,5.833111310582363e-06,-1.1099255510328625e-06,0.2266669413790635,0.2399997077200156,0.1900018339414452,0.22428609024675064,0.024244188882399438,-0.004404574594778816,0.419356866751733,0.4277785279575873,0.39293966865562385,0.4169058185198085,0.016476977242982062,-0.0031352424241578394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.8870404991229254e-17,0.0105753324238213,0.0191857930751042,0.0104712245160709,0.0129013878663175,0.004632322126849664,-0.00012439260840138247,0.0002593275698667,0.0002640475806428,0.0002463475402324,0.00025848471079952857,8.582827438576642e-06,-1.5592892742535808e-06,0.9999849417042128,0.9999846390740416,0.9999857739371836,0.9999849957453149,5.503001284919393e-07,9.997603868962266e-08,0
16,0.0,0.00025814756717271,0.00014768058155136706,0.2233337497938255,0.41715809143530647,0.0,0.0117647058823529,1.0,0.1343702696235318,0.0002581475671727,0.9999850173617556,1,0.0,0.0,0.0,0.0,0.0,0.0,0.00024398753484435002,0.00025932756986673996,0.00025932756986673996,0.0002583161389861428,8.575098641473787e-06,-1.4750033675374844e-06,0.00013720578375783278,0.0001484589828915243,0.0001484589828915243,0.00014748007274614276,5.821220124913047e-06,-9.763982061385133e-07,0.18333545077096916,0.2266669413790635,0.2266669413790635,0.22380992002028804,0.024222357100499872,-0.004166489481547523,0.38756959300295424,0.41935686675173317,0.4193568667517331,0.416591707760319,0.01644338782813412,-0.0027580634357938527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001680672268907557,0.0044466408589320695,0.0012605042016806676,1.0,1.0,1.0,1.0,0.0,4.8870404991229254e-17,0.0169309018959823,0.0051574706000303,0.0150413966562344,0.02994836971878856,0.04626853307144293,0.013195845978431132,0.0002439875348443,0.0002593275698667,0.0002593275698667,0.0002583161389861,8.575098641476616e-06,-1.4750033675321403e-06,0.9999859252522688,0.9999849417042126,0.9999849417042128,0.9999850065535352,5.498045857257888e-07,9.457192844674472e-08,0
17,0.0,0.00024752754292643996,0.00014003278034675792,0.19333502552668325,0.3955551012474482,0.0,0.0235294117647058,1.0,0.1408728458245663,0.0002475275429264,0.9999856982796408,1,0.0,0.0,0.0,0.0,0.0,0.0,0.00025814756717271,0.00025932756986673996,0.00025224755370255997,0.0002576418517324114,9.2877817118113e-06,-3.497865128731766e-06,0.00014768058155136706,0.00014845898289152427,0.00014357947311892887,0.00014697340235011831,6.34783565286648e-06,-2.3315509099602846e-06,0.2233337497938255,0.2266669413790635,0.20666779186763534,0.2219052391144378,0.02623549590518991,-0.009880532199098449,0.41715809143530647,0.419356866751733,0.4055735584623639,0.4151604995867596,0.01793093565773718,-0.006586006890452129,0.0,0.0,0.0,0.0,0.0,0.0,0.0117647058823529,0.0,0.0,0.005042016806722671,0.009256421087875768,0.0033613445378151137,1.0,1.0,1.0,1.0,0.0,4.8870404991229254e-17,0.1343702696235318,0.0105753324238213,0.0120408237891053,0.04835294429528298,0.06117886829647497,0.02252239042838114,0.0002581475671727,0.0002593275698667,0.0002522475537025,0.00025764185173237145,9.287781711811743e-06,-3.4978651287285743e-06,0.9999850173617556,0.9999849417042128,0.9999853956494696,0.9999850497864167,5.954992694420513e-07,2.242705733829116e-07,0
18,0.0,0.00026286757794883003,0.00015071446892673995,0.2366665161347776,0.42572801074253785,0.0,0.0352941176470588,1.0,0.1399238941969367,0.0002628675779488,0.9999847147315843,1,0.0,0.0,0.0,0.0,0.0,0.0,0.00024752754292643996,0.00024398753484435002,0.00027112759680703995,0.0002564618490383814,7.673258592054283e-06,-1.0114308805971374e-06,0.00014003278034675792,0.00013720578375783278,0.0001555363204645609,0.00014628456641614388,5.463830352773621e-06,-7.07448331830462e-07,0.19333502552668325,0.18333545077096916,0.2599988572314438,0.2185720475291997,0.021674900489456424,-0.002857021358775444,0.3955551012474482,0.38756959300295424,0.4393484499605549,0.4132147225556143,0.0154338574370832,-0.001998352070362305,0.0,0.0,0.0,0.0,0.0,0.0,0.0235294117647058,0.0,0.0,0.010084033613445358,0.014293950501034236,0.005882352941176461,1.0,1.0,1.0,1.0,0.0,4.8870404991229254e-17,0.1408728458245663,0.0169309018959823,0.0113779966239447,0.06671664394856755,0.06722429795359863,0.02705142825051,0.0002475275429264,0.0002439875348443,0.000271127596807,0.00025646184903834287,7.673258592056216e-06,-1.01143088059285e-06,0.9999856982796408,0.9999859252522688,0.999984185128785,0.9999851254439596,4.919818345771709e-07,6.484932243131286e-08,0
19,0.0,0.00026286757794883003,0.00015071446892673992,0.2366665161347776,0.4257280107425379,0.0,0.0470588235294117,1.0,0.1431783335957915,0.0002628675779488,0.9999847147315843,1,0.0,0.0,0.0,0.0,0.0,0.0,0.00026286757794883003,0.00025814756717271,0.00026404758064285997,0.00025629327722494856,7.489598434141774e-06,7.585731604478809e-07,0.00015071446892673995,0.00014768058155136706,0.0001514403845472609,0.00014618086418464088,5.355479270893828e-06,5.037295273215499e-07,0.2366665161347776,0.2233337497938255,0.2399997077200156,0.21809587730273713,0.021156109730761825,0.0021427660190815917,0.42572801074253785,0.41715809143530647,0.4277785279575873,0.412921791524893,0.015127794649091001,0.0014229010070899602,0.0,0.0,0.0,0.0,0.0,0.0,0.0352941176470588,0.0117647058823529,0.0,0.016806722689075602,0.019039378675592612,0.008403361344537804,1.0,1.0,1.0,1.0,0.0,4.8870404991229254e-17,0.1399238941969367,0.1343702696235318,0.0191857930751042,0.08442986402295147,0.06892694012896712,0.028453630587932086,0.0002628675779488,0.0002581475671727,0.0002640475806428,0.0002562932772249143,7.489598434148698e-06,7.585731604500023e-07,0.9999847147315843,0.9999850173617556,0.9999846390740416,0.9999851362521799,4.802062036146629e-07,-4.8636991790374676e-08,0
20,0.0,0.00025224755370255997,0.00014357947311892884,0.20666779186763534,0.4055735584623641,0.0,0.0588235294117647,1.0,0.144349212115568,0.0002522475537025,0.9999853956494696,1,0.0,0.0,0.0,0.0,0.0,0.0,0.00026286757794883003,0.00024752754292643996,0.00025932756986673996,0.0002552818463443514,7.4895984341417775e-06,7.585731604478585e-07,0.00015071446892673992,0.00014003278034675792,0.0001484589828915243,0.0001454837913599844,5.327022093375011e-06,5.50454585550027e-07,0.2366665161347776,0.19333502552668325,0.2266669413790635,0.21523885594396172,0.02115610973076182,0.0021427660190815874,0.4257280107425379,0.3955551012474482,0.41935686675173317,0.41095274748355454,0.015047410743931075,0.0015548867827961535,0.0,0.0,0.0,0.0,0.0,0.0,0.0470588235294117,0.0235294117647058,0.0,0.025210084033613415,0.022962354657612538,0.010504201680672265,1.0,1.0,1.0,1.0,0.0,4.8870404991229254e-17,0.1431783335957915,0.1408728458245663,0.0051574706000303,0.10431439852517112,0.06197310086307515,0.023548933108866556,0.0002628675779488,0.0002475275429264,0.0002593275698667,0.0002552818463443143,7.489598434150966e-06,7.585731604464344e-07,0.9999847147315843,0.9999856982796408,0.9999849417042126,0.9999852011015024,4.802062035784299e-07,-4.863699183120588e-08,0
21,0.0,0.00024634754023241,0.0001391068757218708,0.1900018339414452,0.392939668655624,0.0,0.0705882352941176,1.0,0.2272563220526423,0.0002463475402324,0.9999857739371836,1,0.0,0.0,0.0,0.0,0.0,0.0,0.00025224755370255997,0.00026286757794883003,0.00025932756986673996,0.00025342755639659,7.915698712451901e-06,3.792865802239417e-07,0.00014357947311892884,0.00015071446892673995,0.00014845898289152427,0.0001441477760500339,5.62111667949748e-06,2.9224098597213966e-07,0.20666779186763534,0.2366665161347776,0.2266669413790635,0.21000098345287338,0.022359728899867516,0.0010713830095407967,0.4055735584623641,0.42572801074253785,0.419356866751733,0.4071788620412532,0.015878149186043935,0.0008255025181148113,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0352941176470588,0.0,0.03529411764705879,0.02541466940552102,0.011764705882352941,1.0,1.0,1.0,1.0,0.0,4.8870404991229254e-17,0.144349212115568,0.1399238941969367,0.0105753324238213,0.1352688256150027,0.06146063717992293,0.023329986900902773,0.0002522475537025,0.0002628675779488,0.0002593275698667,0.0002534275563965571,7.915698712456934e-06,3.7928658022501566e-07,0.9999853956494696,0.9999847147315843,0.9999849417042128,0.9999853199919267,5.07526225947855e-07,-2.4318495821490932e-08,0
22,0.0,0.00025814756717271,0.0001476805815513671,0.2233337497938255,0.4171580914353065,0.0,0.0823529411764705,1.0,0.1850921529142774,0.0002581475671727,0.9999850173617556,1,0.0,0.0,0.0,0.0,0.0,0.0,0.00024634754023241,0.00026286757794883003,0.00024398753484435002,0.0002554504181577843,6.837036681724708e-06,-4.635724869403451e-07,0.0001391068757218708,0.00015071446892673992,0.00013720578375783278,0.0001456441757348245,4.799248030610788e-06,-3.209573234851809e-07,0.1900018339414452,0.2366665161347776,0.18333545077096916,0.21571502617042432,0.019312797547654654,-0.0013094681227720666,0.392939668655624,0.4257280107425379,0.38756959300295424,0.41140579038873215,0.013556590363763478,-0.0009066184808507596,0.0,0.0,0.0,0.0,0.0,0.0,0.0705882352941176,0.0470588235294117,0.0,0.047058823529411715,0.02541466940552102,0.011764705882352943,1.0,1.0,1.0,1.0,0.0,4.8870404991229254e-17,0.2272563220526423,0.1431783335957915,0.0169309018959823,0.15929186147475916,0.034407401153871676,0.01176278286596501,0.0002463475402324,0.0002628675779488,0.0002439875348443,0.0002554504181577571,6.837036681727204e-06,-4.635724869392818e-07,0.9999857739371836,0.9999847147315843,0.9999859252522688,0.9999851902932819,4.3836628334179277e-07,2.972260613036934e-08,0
